D_thresh,R_thresh,phase,term,coefficient,n_data_points,n_active_terms
-15.0,-1.0,recovery,V^2,3.4344604529519363e-6,35834,4
-15.0,-1.0,recovery,Bs^2,0.0,35834,4
-15.0,-1.0,recovery,n^2,0.0,35834,4
-15.0,-1.0,recovery,V*Bs,0.0,35834,4
-15.0,-1.0,recovery,n*V,0.0,35834,4
-15.0,-1.0,recovery,n*Bs,0.0,35834,4
-15.0,-1.0,recovery,Pdyn*Bs,0.0,35834,4
-15.0,-1.0,recovery,n*V*Bs,0.0,35834,4
-15.0,-1.0,recovery,n*V^2,0.0,35834,4
-15.0,-1.0,recovery,sin(θ_c/2),0.0,35834,4
-15.0,-1.0,recovery,sin²(θ_c/2),0.0,35834,4
-15.0,-1.0,recovery,sin⁴(θ_c/2),0.0,35834,4
-15.0,-1.0,recovery,sin^(8/3)(θ_c/2),0.0,35834,4
-15.0,-1.0,recovery,V*sin²(θ_c/2),0.0,35834,4
-15.0,-1.0,recovery,Newell_d_Φ,0.0,35834,4
-15.0,0.0,quiet,1,0.0,12989,6
-15.0,0.0,quiet,V,0.0,12989,6
-15.0,0.0,quiet,Bs,0.0,12989,6
-15.0,0.0,quiet,n,-0.29286827427579887,12989,6
-15.0,0.0,quiet,Pdyn,0.0,12989,6
-15.0,0.0,quiet,Dst_star,0.0,12989,6
-15.0,0.0,quiet,V^2,0.0,12989,6
-15.0,0.0,quiet,Bs^2,0.0,12989,6
-15.0,0.0,quiet,n^2,0.0,12989,6
-15.0,0.0,quiet,V*Bs,0.0,12989,6
-15.0,0.0,quiet,n*V,0.0014553525765821159,12989,6
-15.0,0.0,quiet,n*Bs,0.0,12989,6
-15.0,0.0,quiet,Pdyn*Bs,0.0,12989,6
-15.0,0.0,quiet,n*V*Bs,0.0,12989,6
-15.0,0.0,quiet,n*V^2,-2.079497643525356e-6,12989,6
-15.0,0.0,quiet,sin(θ_c/2),0.0,12989,6
-15.0,0.0,quiet,sin²(θ_c/2),11.920293838505557,12989,6
-15.0,0.0,quiet,sin⁴(θ_c/2),0.0,12989,6
-15.0,0.0,quiet,sin^(8/3)(θ_c/2),-10.511275605386102,12989,6
-15.0,0.0,quiet,V*sin²(θ_c/2),0.0,12989,6
-15.0,0.0,quiet,Newell_d_Φ,-0.0004268871892442158,12989,6
-15.0,0.0,main,1,0.0,19981,9
-15.0,0.0,main,V,0.0,19981,9
-15.0,0.0,main,Bs,0.0,19981,9
-15.0,0.0,main,n,0.0,19981,9
-15.0,0.0,main,Pdyn,0.0,19981,9
-15.0,0.0,main,Dst_star,0.0,19981,9
-15.0,0.0,main,V^2,0.0,19981,9
-15.0,0.0,main,Bs^2,-0.01441377965081281,19981,9
-15.0,0.0,main,n^2,0.0,19981,9
-15.0,0.0,main,V*Bs,0.0010184498683499517,19981,9
-15.0,0.0,main,n*V,0.0,19981,9
-15.0,0.0,main,n*Bs,0.0,19981,9
-15.0,0.0,main,Pdyn*Bs,0.0,19981,9
-15.0,0.0,main,n*V*Bs,-5.2508618189822174e-5,19981,9
-15.0,0.0,main,n*V^2,0.0,19981,9
-15.0,0.0,main,sin(θ_c/2),-17.12537996479276,19981,9
-15.0,0.0,main,sin²(θ_c/2),53.104649046674126,19981,9
-15.0,0.0,main,sin⁴(θ_c/2),2.7506045856979084,19981,9
-15.0,0.0,main,sin^(8/3)(θ_c/2),-40.64137149286158,19981,9
-15.0,0.0,main,V*sin²(θ_c/2),0.0059196698238172755,19981,9
-15.0,0.0,main,Newell_d_Φ,-0.000476768872525386,19981,9
-15.0,0.0,recovery,1,0.0,28455,1
-15.0,0.0,recovery,V,0.0,28455,1
-15.0,0.0,recovery,Bs,0.0,28455,1
-15.0,0.0,recovery,n,0.0,28455,1
-15.0,0.0,recovery,Pdyn,0.0,28455,1
-15.0,0.0,recovery,Dst_star,-0.044505289515681265,28455,1
-15.0,0.0,recovery,V^2,0.0,28455,1
-15.0,0.0,recovery,Bs^2,0.0,28455,1
-15.0,0.0,recovery,n^2,0.0,28455,1
-15.0,0.0,recovery,V*Bs,0.0,28455,1
-15.0,0.0,recovery,n*V,0.0,28455,1
-15.0,0.0,recovery,n*Bs,0.0,28455,1
-15.0,0.0,recovery,Pdyn*Bs,0.0,28455,1
-15.0,0.0,recovery,n*V*Bs,0.0,28455,1
-15.0,0.0,recovery,n*V^2,0.0,28455,1
-15.0,0.0,recovery,sin(θ_c/2),0.0,28455,1
-15.0,0.0,recovery,sin²(θ_c/2),0.0,28455,1
-15.0,0.0,recovery,sin⁴(θ_c/2),0.0,28455,1
-15.0,0.0,recovery,sin^(8/3)(θ_c/2),0.0,28455,1
-15.0,0.0,recovery,V*sin²(θ_c/2),0.0,28455,1
-15.0,0.0,recovery,Newell_d_Φ,0.0,28455,1
-10.0,-4.0,quiet,1,0.0,8823,7
-10.0,-4.0,quiet,V,0.0,8823,7
-10.0,-4.0,quiet,Bs,0.0,8823,7
-10.0,-4.0,quiet,n,-0.49603985465769973,8823,7
-10.0,-4.0,quiet,Pdyn,0.0,8823,7
-10.0,-4.0,quiet,Dst_star,0.0,8823,7
-10.0,-4.0,quiet,V^2,0.0,8823,7
-10.0,-4.0,quiet,Bs^2,0.0,8823,7
-10.0,-4.0,quiet,n^2,0.0,8823,7
-10.0,-4.0,quiet,V*Bs,0.0,8823,7
-10.0,-4.0,quiet,n*V,0.002561864852042861,8823,7
-10.0,-4.0,quiet,n*Bs,0.0,8823,7
-10.0,-4.0,quiet,Pdyn*Bs,0.0,8823,7
-10.0,-4.0,quiet,n*V*Bs,0.0,8823,7
-10.0,-4.0,quiet,n*V^2,-3.5745337921633283e-6,8823,7
-10.0,-4.0,quiet,sin(θ_c/2),0.0,8823,7
-10.0,-4.0,quiet,sin²(θ_c/2),23.303752937649822,8823,7
-10.0,-4.0,quiet,sin⁴(θ_c/2),9.86121590149755,8823,7
-10.0,-4.0,quiet,sin^(8/3)(θ_c/2),-31.67883990809911,8823,7
-10.0,-4.0,quiet,V*sin²(θ_c/2),0.0,8823,7
-10.0,-4.0,quiet,Newell_d_Φ,-0.00040684748853668225,8823,7
-10.0,-4.0,main,1,-4.315719804615597,4097,8
-10.0,-4.0,main,V,0.0,4097,8
-10.0,-4.0,main,Bs,0.0,4097,8
-10.0,-4.0,main,n,0.2165898446635648,4097,8
-10.0,-4.0,main,Pdyn,0.0,4097,8
-10.0,-4.0,main,Dst_star,0.0,4097,8
-10.0,-4.0,main,V^2,0.0,4097,8
-10.0,-4.0,main,Bs^2,0.0,4097,8
-10.0,-4.0,main,n^2,0.0,4097,8
-10.0,-4.0,main,V*Bs,0.0,4097,8
-10.0,-4.0,main,n*V,-0.0007581750607537133,4097,8
-10.0,-4.0,main,n*Bs,0.0,4097,8
-10.0,-4.0,main,Pdyn*Bs,0.0,4097,8
-10.0,-4.0,main,n*V*Bs,0.0,4097,8
-10.0,-4.0,main,n*V^2,0.0,4097,8
-10.0,-4.0,main,sin(θ_c/2),0.0,4097,8
-10.0,-4.0,main,sin²(θ_c/2),-45.89412583724205,4097,8
-10.0,-4.0,main,sin⁴(θ_c/2),-30.187524079995946,4097,8
-10.0,-4.0,main,sin^(8/3)(θ_c/2),72.74098532114014,4097,8
-10.0,-4.0,main,V*sin²(θ_c/2),0.01682375688124777,4097,8
-10.0,-4.0,main,Newell_d_Φ,-0.0004795324631304182,4097,8
-10.0,-4.0,recovery,1,2.053322689960536,48125,9
-10.0,-4.0,recovery,V,-0.007504741752352046,48125,9
-10.0,-4.0,recovery,Bs,-0.370065719257175,48125,9
-10.0,-4.0,recovery,n,0.0,48125,9
-10.0,-4.0,recovery,Pdyn,0.0,48125,9
-10.0,-4.0,recovery,Dst_star,-0.050527454486286386,48125,9
-10.0,-4.0,recovery,V^2,4.494560540534482e-6,48125,9
-10.0,-4.0,recovery,Bs^2,0.0,48125,9
-10.0,-4.0,recovery,n^2,0.0,48125,9
-10.0,-4.0,recovery,V*Bs,0.0,48125,9
-10.0,-4.0,recovery,n*V,0.0,48125,9
-10.0,-4.0,recovery,n*Bs,0.0,48125,9
-10.0,-4.0,recovery,Pdyn*Bs,0.0,48125,9
-10.0,-4.0,recovery,n*V*Bs,0.0,48125,9
-10.0,-4.0,recovery,n*V^2,0.0,48125,9
-10.0,-4.0,recovery,sin(θ_c/2),3.098284408178277,48125,9
-10.0,-4.0,recovery,sin²(θ_c/2),-13.293123365088835,48125,9
-10.0,-4.0,recovery,sin⁴(θ_c/2),-1.816644701975217,48125,9
-10.0,-4.0,recovery,sin^(8/3)(θ_c/2),11.83535352583461,48125,9
-10.0,-4.0,recovery,V*sin²(θ_c/2),0.0,48125,9
-10.0,-4.0,recovery,Newell_d_Φ,0.0,48125,9
-10.0,-3.0,quiet,1,0.0,8823,7
-10.0,-3.0,quiet,V,0.0,8823,7
-10.0,-3.0,quiet,Bs,0.0,8823,7
-10.0,-3.0,quiet,n,-0.49603985465769973,8823,7
-10.0,-3.0,quiet,Pdyn,0.0,8823,7
-10.0,-3.0,quiet,Dst_star,0.0,8823,7
-10.0,-3.0,quiet,V^2,0.0,8823,7
-10.0,-3.0,quiet,Bs^2,0.0,8823,7
-10.0,-3.0,quiet,n^2,0.0,8823,7
-10.0,-3.0,quiet,V*Bs,0.0,8823,7
-10.0,-3.0,quiet,n*V,0.002561864852042861,8823,7
-10.0,-3.0,quiet,n*Bs,0.0,8823,7
-10.0,-3.0,quiet,Pdyn*Bs,0.0,8823,7
-10.0,-3.0,quiet,n*V*Bs,0.0,8823,7
-10.0,-3.0,quiet,n*V^2,-3.5745337921633283e-6,8823,7
-10.0,-3.0,quiet,sin(θ_c/2),0.0,8823,7
-10.0,-3.0,quiet,sin²(θ_c/2),23.303752937649822,8823,7
-10.0,-3.0,quiet,sin⁴(θ_c/2),9.86121590149755,8823,7
-10.0,-3.0,quiet,sin^(8/3)(θ_c/2),-31.67883990809911,8823,7
-10.0,-3.0,quiet,V*sin²(θ_c/2),0.0,8823,7
-10.0,-3.0,quiet,Newell_d_Φ,-0.00040684748853668225,8823,7
-10.0,-3.0,main,1,0.0,5924,7
-10.0,-3.0,main,V,-0.011071042513965772,5924,7
-10.0,-3.0,main,Bs,0.0,5924,7
-10.0,-3.0,main,n,0.0,5924,7
-10.0,-3.0,main,Pdyn,0.0,5924,7
-10.0,-3.0,main,Dst_star,0.0,5924,7
-10.0,-3.0,main,V^2,0.0,5924,7
-10.0,-3.0,main,Bs^2,0.0,5924,7
-10.0,-3.0,main,n^2,0.0,5924,7
-10.0,-3.0,main,V*Bs,0.0,5924,7
-10.0,-3.0,main,n*V,0.0,5924,7
-10.0,-3.0,main,n*Bs,0.0,5924,7
-10.0,-3.0,main,Pdyn*Bs,0.0,5924,7
-10.0,-3.0,main,n*V*Bs,0.0,5924,7
-10.0,-3.0,main,n*V^2,0.0,5924,7
-10.0,-3.0,main,sin(θ_c/2),5.445137513667385,5924,7
-10.0,-3.0,main,sin²(θ_c/2),-77.21360456200198,5924,7
-10.0,-3.0,main,sin⁴(θ_c/2),-38.23569315579858,5924,7
-10.0,-3.0,main,sin^(8/3)(θ_c/2),103.44988222071284,5924,7
-10.0,-3.0,main,V*sin²(θ_c/2),0.025884655673351405,5924,7
-10.0,-3.0,main,Newell_d_Φ,-0.0005286080001935227,5924,7
-10.0,-3.0,recovery,1,2.0027621830334827,46459,8
-10.0,-3.0,recovery,V,-0.006973441706845828,46459,8
-10.0,-3.0,recovery,Bs,-0.30704626468575985,46459,8
-10.0,-3.0,recovery,n,0.0,46459,8
-10.0,-3.0,recovery,Pdyn,0.0,46459,8
-10.0,-3.0,recovery,Dst_star,-0.049626063142272,46459,8
-10.0,-3.0,recovery,V^2,4.16922773425927e-6,46459,8
-10.0,-3.0,recovery,Bs^2,0.0,46459,8
-10.0,-3.0,recovery,n^2,0.0,46459,8
-10.0,-3.0,recovery,V*Bs,0.0,46459,8
-10.0,-3.0,recovery,n*V,0.0,46459,8
-10.0,-3.0,recovery,n*Bs,0.0,46459,8
-10.0,-3.0,recovery,Pdyn*Bs,0.0,46459,8
-10.0,-3.0,recovery,n*V*Bs,0.0,46459,8
-10.0,-3.0,recovery,n*V^2,0.0,46459,8
-10.0,-3.0,recovery,sin(θ_c/2),2.0168926705595767,46459,8
-10.0,-3.0,recovery,sin²(θ_c/2),-7.483281074895241,46459,8
-10.0,-3.0,recovery,sin⁴(θ_c/2),0.0,46459,8
-10.0,-3.0,recovery,sin^(8/3)(θ_c/2),5.1828892510914875,46459,8
-10.0,-3.0,recovery,V*sin²(θ_c/2),0.0,46459,8
-10.0,-3.0,recovery,Newell_d_Φ,0.0,46459,8
-10.0,-2.0,quiet,1,0.0,8823,7
-10.0,-2.0,quiet,V,0.0,8823,7
-10.0,-2.0,quiet,Bs,0.0,8823,7
-10.0,-2.0,quiet,n,-0.49603985465769973,8823,7
-10.0,-2.0,quiet,Pdyn,0.0,8823,7
-10.0,-2.0,quiet,Dst_star,0.0,8823,7
-10.0,-2.0,quiet,V^2,0.0,8823,7
-10.0,-2.0,quiet,Bs^2,0.0,8823,7
-10.0,-2.0,quiet,n^2,0.0,8823,7
-10.0,-2.0,quiet,V*Bs,0.0,8823,7
-10.0,-2.0,quiet,n*V,0.002561864852042861,8823,7
-10.0,-2.0,quiet,n*Bs,0.0,8823,7
-10.0,-2.0,quiet,Pdyn*Bs,0.0,8823,7
-10.0,-2.0,quiet,n*V*Bs,0.0,8823,7
-10.0,-2.0,quiet,n*V^2,-3.5745337921633283e-6,8823,7
-10.0,-2.0,quiet,sin(θ_c/2),0.0,8823,7
-10.0,-2.0,quiet,sin²(θ_c/2),23.303752937649822,8823,7
-10.0,-2.0,quiet,sin⁴(θ_c/2),9.86121590149755,8823,7
-10.0,-2.0,quiet,sin^(8/3)(θ_c/2),-31.67883990809911,8823,7
-10.0,-2.0,quiet,V*sin²(θ_c/2),0.0,8823,7
-10.0,-2.0,quiet,Newell_d_Φ,-0.00040684748853668225,8823,7
-10.0,-2.0,main,1,-5.34996125693313,8792,11
-10.0,-2.0,main,V,0.0,8792,11
-10.0,-2.0,main,Bs,-0.44203706300658513,8792,11
-10.0,-2.0,main,n,0.0,8792,11
-10.0,-2.0,main,Pdyn,0.0,8792,11
-10.0,-2.0,main,Dst_star,0.0,8792,11
-10.0,-2.0,main,V^2,0.0,8792,11
-10.0,-2.0,main,Bs^2,-0.013583015506054983,8792,11
-10.0,-2.0,main,n^2,0.0,8792,11
-10.0,-2.0,main,V*Bs,0.0016258108554833169,8792,11
-10.0,-2.0,main,n*V,0.0,8792,11
-10.0,-2.0,main,n*Bs,0.016558345349555702,8792,11
-10.0,-2.0,main,Pdyn*Bs,0.0,8792,11
-10.0,-2.0,main,n*V*Bs,-7.683284627075243e-5,8792,11
-10.0,-2.0,main,n*V^2,0.0,8792,11
-10.0,-2.0,main,sin(θ_c/2),9.035323183027545,8792,11
-10.0,-2.0,main,sin²(θ_c/2),-49.737383067277605,8792,11
-10.0,-2.0,main,sin⁴(θ_c/2),-25.000818404937785,8792,11
-10.0,-2.0,main,sin^(8/3)(θ_c/2),70.70809567852686,8792,11
-10.0,-2.0,main,V*sin²(θ_c/2),0.0,8792,11
-10.0,-2.0,main,Newell_d_Φ,-0.0004210664381887582,8792,11
-10.0,-2.0,recovery,1,1.749508272258637,43709,5
-10.0,-2.0,recovery,V,-0.004635129984506626,43709,5
-10.0,-2.0,recovery,Bs,0.0,43709,5
-10.0,-2.0,recovery,n,0.0,43709,5
-10.0,-2.0,recovery,Pdyn,0.0,43709,5
-10.0,-2.0,recovery,Dst_star,-0.042541683259815666,43709,5
-10.0,-2.0,recovery,V^2,2.8336902122054255e-6,43709,5
-10.0,-2.0,recovery,Bs^2,0.0,43709,5
-10.0,-2.0,recovery,n^2,0.0,43709,5
-10.0,-2.0,recovery,V*Bs,0.0,43709,5
-10.0,-2.0,recovery,n*V,0.0,43709,5
-10.0,-2.0,recovery,n*Bs,0.0,43709,5
-10.0,-2.0,recovery,Pdyn*Bs,0.0,43709,5
-10.0,-2.0,recovery,n*V*Bs,0.0,43709,5
-10.0,-2.0,recovery,n*V^2,0.0,43709,5
-10.0,-2.0,recovery,sin(θ_c/2),0.0,43709,5
-10.0,-2.0,recovery,sin²(θ_c/2),0.0,43709,5
-10.0,-2.0,recovery,sin⁴(θ_c/2),0.0,43709,5
-10.0,-2.0,recovery,sin^(8/3)(θ_c/2),-1.5567551313586838,43709,5
-10.0,-2.0,recovery,V*sin²(θ_c/2),0.0,43709,5
-10.0,-2.0,recovery,Newell_d_Φ,0.0,43709,5
-10.0,-1.0,quiet,1,0.0,8823,7
-10.0,-1.0,quiet,V,0.0,8823,7
-10.0,-1.0,quiet,Bs,0.0,8823,7
-10.0,-1.0,quiet,n,-0.49603985465769973,8823,7
-10.0,-1.0,quiet,Pdyn,0.0,8823,7
-10.0,-1.0,quiet,Dst_star,0.0,8823,7
-10.0,-1.0,quiet,V^2,0.0,8823,7
-10.0,-1.0,quiet,Bs^2,0.0,8823,7
-10.0,-1.0,quiet,n^2,0.0,8823,7
-10.0,-1.0,quiet,V*Bs,0.0,8823,7
-10.0,-1.0,quiet,n*V,0.002561864852042861,8823,7
-10.0,-1.0,quiet,n*Bs,0.0,8823,7
-10.0,-1.0,quiet,Pdyn*Bs,0.0,8823,7
-10.0,-1.0,quiet,n*V*Bs,0.0,8823,7
-10.0,-1.0,quiet,n*V^2,-3.5745337921633283e-6,8823,7
-10.0,-1.0,quiet,sin(θ_c/2),0.0,8823,7
-10.0,-1.0,quiet,sin²(θ_c/2),23.303752937649822,8823,7
-10.0,-1.0,quiet,sin⁴(θ_c/2),9.86121590149755,8823,7
-10.0,-1.0,quiet,sin^(8/3)(θ_c/2),-31.67883990809911,8823,7
-10.0,-1.0,quiet,V*sin²(θ_c/2),0.0,8823,7
-10.0,-1.0,quiet,Newell_d_Φ,-0.00040684748853668225,8823,7
-10.0,-1.0,main,1,-3.2023583304071455,13631,11
-10.0,-1.0,main,V,0.0,13631,11
-10.0,-1.0,main,Bs,-0.49173104598554285,13631,11
-10.0,-1.0,main,n,0.0,13631,11
-10.0,-1.0,main,Pdyn,0.0,13631,11
-10.0,-1.0,main,Dst_star,0.0,13631,11
-10.0,-1.0,main,V^2,0.0,13631,11
-10.0,-1.0,main,Bs^2,-0.012593617751948253,13631,11
-10.0,-1.0,main,n^2,0.0,13631,11
-10.0,-1.0,main,V*Bs,0.001627118137751573,13631,11
-10.0,-1.0,main,n*V,0.0,13631,11
-10.0,-1.0,main,n*Bs,0.01761266995109223,13631,11
-10.0,-1.0,main,Pdyn*Bs,0.0,13631,11
-10.0,-1.0,main,n*V*Bs,-8.277870555517723e-5,13631,11
-10.0,-1.0,main,n*V^2,0.0,13631,11
-10.0,-1.0,main,sin(θ_c/2),3.1889627010659347,13631,11
-10.0,-1.0,main,sin²(θ_c/2),-26.856818721795726,13631,11
-10.0,-1.0,main,sin⁴(θ_c/2),-17.97954781921284,13631,11
-10.0,-1.0,main,sin^(8/3)(θ_c/2),45.294640848404036,13631,11
-10.0,-1.0,main,V*sin²(θ_c/2),0.0,13631,11
-10.0,-1.0,main,Newell_d_Φ,-0.00040472617304954626,13631,11
-10.0,-1.0,recovery,1,1.4316981823787207,38909,4
-10.0,-1.0,recovery,V,-0.005047672002811676,38909,4
-10.0,-1.0,recovery,Bs,0.0,38909,4
-10.0,-1.0,recovery,n,0.0,38909,4
-10.0,-1.0,recovery,Pdyn,0.0,38909,4
-10.0,-1.0,recovery,Dst_star,-0.04071956932445965,38909,4
-10.0,-1.0,recovery,V^2,3.4711668757317553e-6,38909,4
-10.0,-1.0,recovery,Bs^2,0.0,38909,4
-10.0,-1.0,recovery,n^2,0.0,38909,4
-10.0,-1.0,recovery,V*Bs,0.0,38909,4
-10.0,-1.0,recovery,n*V,0.0,38909,4
-10.0,-1.0,recovery,n*Bs,0.0,38909,4
-10.0,-1.0,recovery,Pdyn*Bs,0.0,38909,4
-10.0,-1.0,recovery,n*V*Bs,0.0,38909,4
-10.0,-1.0,recovery,n*V^2,0.0,38909,4
-10.0,-1.0,recovery,sin(θ_c/2),0.0,38909,4
-10.0,-1.0,recovery,sin²(θ_c/2),0.0,38909,4
-10.0,-1.0,recovery,sin⁴(θ_c/2),0.0,38909,4
-10.0,-1.0,recovery,sin^(8/3)(θ_c/2),0.0,38909,4
-10.0,-1.0,recovery,V*sin²(θ_c/2),0.0,38909,4
-10.0,-1.0,recovery,Newell_d_Φ,0.0,38909,4
-10.0,0.0,quiet,1,0.0,8823,7
-10.0,0.0,quiet,V,0.0,8823,7
-10.0,0.0,quiet,Bs,0.0,8823,7
-10.0,0.0,quiet,n,-0.49603985465769973,8823,7
-10.0,0.0,quiet,Pdyn,0.0,8823,7
-10.0,0.0,quiet,Dst_star,0.0,8823,7
-10.0,0.0,quiet,V^2,0.0,8823,7
-10.0,0.0,quiet,Bs^2,0.0,8823,7
-10.0,0.0,quiet,n^2,0.0,8823,7
-10.0,0.0,quiet,V*Bs,0.0,8823,7
-10.0,0.0,quiet,n*V,0.002561864852042861,8823,7
-10.0,0.0,quiet,n*Bs,0.0,8823,7
-10.0,0.0,quiet,Pdyn*Bs,0.0,8823,7
-10.0,0.0,quiet,n*V*Bs,0.0,8823,7
-10.0,0.0,quiet,n*V^2,-3.5745337921633283e-6,8823,7
-10.0,0.0,quiet,sin(θ_c/2),0.0,8823,7
-10.0,0.0,quiet,sin²(θ_c/2),23.303752937649822,8823,7
-10.0,0.0,quiet,sin⁴(θ_c/2),9.86121590149755,8823,7
-10.0,0.0,quiet,sin^(8/3)(θ_c/2),-31.67883990809911,8823,7
-10.0,0.0,quiet,V*sin²(θ_c/2),0.0,8823,7
-10.0,0.0,quiet,Newell_d_Φ,-0.00040684748853668225,8823,7
-10.0,0.0,main,1,0.0,21827,12
-10.0,0.0,main,V,0.0,21827,12
-10.0,0.0,main,Bs,-0.3368298917893104,21827,12
-10.0,0.0,main,n,0.0,21827,12
-10.0,0.0,main,Pdyn,0.0,21827,12
-10.0,0.0,main,Dst_star,0.0,21827,12
-10.0,0.0,main,V^2,0.0,21827,12
-10.0,0.0,main,Bs^2,-0.014389604135278454,21827,12
-10.0,0.0,main,n^2,0.0,21827,12
-10.0,0.0,main,V*Bs,0.0016444120302931593,21827,12
-10.0,0.0,main,n*V,0.0,21827,12
-10.0,0.0,main,n*Bs,0.031978622522934895,21827,12
-10.0,0.0,main,Pdyn*Bs,0.026438882510278976,21827,12
-10.0,0.0,main,n*V*Bs,-0.00014451245662811302,21827,12
-10.0,0.0,main,n*V^2,0.0,21827,12
-10.0,0.0,main,sin(θ_c/2),-16.05660526639621,21827,12
-10.0,0.0,main,sin²(θ_c/2),49.307187793188746,21827,12
-10.0,0.0,main,sin⁴(θ_c/2),2.167751523390474,21827,12
-10.0,0.0,main,sin^(8/3)(θ_c/2),-36.371220676850456,21827,12
-10.0,0.0,main,V*sin²(θ_c/2),0.004510612467832371,21827,12
-10.0,0.0,main,Newell_d_Φ,-0.00048789686132435475,21827,12
-10.0,0.0,recovery,1,0.0,30717,1
-10.0,0.0,recovery,V,0.0,30717,1
-10.0,0.0,recovery,Bs,0.0,30717,1
-10.0,0.0,recovery,n,0.0,30717,1
-10.0,0.0,recovery,Pdyn,0.0,30717,1
-10.0,0.0,recovery,Dst_star,-0.04473248655022392,30717,1
-10.0,0.0,recovery,V^2,0.0,30717,1
-10.0,0.0,recovery,Bs^2,0.0,30717,1
-10.0,0.0,recovery,n^2,0.0,30717,1
-10.0,0.0,recovery,V*Bs,0.0,30717,1
-10.0,0.0,recovery,n*V,0.0,30717,1
-10.0,0.0,recovery,n*Bs,0.0,30717,1
-10.0,0.0,recovery,Pdyn*Bs,0.0,30717,1
-10.0,0.0,recovery,n*V*Bs,0.0,30717,1
-10.0,0.0,recovery,n*V^2,0.0,30717,1
-10.0,0.0,recovery,sin(θ_c/2),0.0,30717,1
-10.0,0.0,recovery,sin²(θ_c/2),0.0,30717,1
-10.0,0.0,recovery,sin⁴(θ_c/2),0.0,30717,1
-10.0,0.0,recovery,sin^(8/3)(θ_c/2),0.0,30717,1
-10.0,0.0,recovery,V*sin²(θ_c/2),0.0,30717,1
-10.0,0.0,recovery,Newell_d_Φ,0.0,30717,1
